[0.0043892 0.0039446 0.0040693 0.0039764 0.0039666];0.004069219998200424;0.00016556797221003208;1;60;6.78203333033404e-05
[0.243494  0.239526  0.2388151 0.2385918 0.2418715];0.24045967999554704;0.0019113194900121132;1;3600;6.679435555431862e-05
[5.8652971 5.9354737 5.908153  5.9958275 5.9766286];5.936275979998754;0.04691324874108495;1;86400;6.870689791665225e-05
[11.8807999 11.8346369 11.9157733 11.7614423 11.7142666];11.821383799999603;0.07440749057564242;1;172800;6.841078587962733e-05
[17.6083438 17.724317  17.6211393 17.6342104 17.6879009];17.655182279998552;0.043915156957387375;1;259200;6.811412916666108e-05
[29.5065428 29.5411588 29.67637   29.8922739 31.874086 ];30.098086299997522;0.8982728169907734;1;432000;6.967149606480908e-05
[41.8889542 42.1628593 42.3669799 43.2489949 43.7148005];42.67651775999984;0.690749764435667;1;604800;7.056302539682513e-05
[61.2205978 61.5386464 61.3488342 62.3113512 61.8519694];61.65427980000095;0.3912983970116161;1;864000;7.135912013888999e-05
[71.64974   71.6870898 73.5947525 71.0682119 71.1675875];71.83347633999657;0.9150212438922237;1;1000000;7.183347633999657e-05
