[0.01301168 0.01018628 0.01139537 0.01037915 0.01106969];0.011208433999963744;0.0010038328400904495;10;60;0.00018680723333272908
[0.84922778 0.86918646 0.83514607 0.8271196  0.83810311];0.8437566040000093;0.014556816515089523;10;3600;0.00023437683444444703
[35.39935816 31.24528724 30.71747448 33.11775039 32.46575892];32.589125838;1.6432315722639634;10;86400;0.00037718895645833336
[72.95753097 69.05014355 69.86892884 70.9524363  71.28391061];70.82259005400003;1.3295627656060094;10;172800;0.0004098529517013891
[108.30941857 120.17384421 127.29642794 131.41242605 133.78615153];124.19565365999999;9.189359834568478;10;259200;0.0004791498983796296
[237.96217834 280.29056808 305.01227764 326.16067215 346.86723766];299.25858677400004;37.79006804817302;10;432000;0.0006927282101250001
[544.3748402  611.89395259 655.66794321 697.42389168 723.67335623];646.606796782;63.6554641678092;10;604800;0.0010691249946792327
[0.0112444 0.0116343 0.0111879 0.0148433 0.0165011];0.013082199997734278;0.0021841541204063795;1;60;0.00021803666662890462
[0.6860335 0.7274315 0.800083  0.7788089 0.7404234];0.7465560600045137;0.039929231336998355;1;3600;0.00020737668333458713
[0.0110895 0.010009  0.0135637 0.0129537 0.0141695];0.012357080000219867;0.0015631373731527776;1;60;0.0002059513333369978
[0.6661726 0.7053933 0.7267686 0.7009695 0.7327078];0.7064023600018118;0.023476488941291417;1;3600;0.00019622287777828104
[0.0129038 0.0123615 0.0120439 0.0114235 0.0119109];0.012128719998872838;0.0004913065755956;1;60;0.0002021453333145473
[0.7345741 0.7082894 0.7768736 0.7631554 0.7220179];0.7409820800006856;0.025492630243048923;1;3600;0.00020582835555574597
[16.2583532 16.4751959 16.890239  16.6632082 17.8812199];16.8336432400014;0.5637572468969269;1;86400;0.0001948338337963125
[38.2245728 38.1294258 40.30068   40.3856981 40.5341351];39.51490235999809;1.0953595546972592;1;172800;0.00022867420347221117
[71.1271517 79.165434  81.2099658 85.4314422 74.5022282];78.2872443799948;5.01889140483739;1;259200;0.0003020341218363997
[136.7689333 140.6949322 148.8228374 156.4809374 162.2880355];149.0111351599975;9.498844374366636;1;432000;0.000344933183240735
