[0.0038208 0.0034002 0.003462  0.00358   0.0034012];0.0035328399972058833;0.00015816812725898144;1;60;5.8880666620098056e-05
[0.2151536 0.2355218 0.2325574 0.2163567 0.2290912];0.22573614000575618;0.008408438668583432;1;3600;6.270448333493227e-05
[4.8101513 4.693485  4.7120442 4.6919757 4.7852353];4.7385782999917865;0.04941424181471681;1;86400;5.4844656249904935e-05
[ 9.6123224  9.5217529  9.3189388 10.5125478  9.4777885];9.688670080003794;0.422761651739889;1;172800;5.6068692592614545e-05
[14.8879033 14.6284133 14.5489537 14.2730035 14.3518524];14.53802524000057;0.21707184917313943;1;259200;5.608806033950837e-05
[23.9051785 23.8793015 23.6882621 23.710761  23.6500076];23.766702139988773;0.10464624678886363;1;432000;5.5015514212936975e-05
[33.4183199 33.7664674 33.6630553 34.5946452 33.6655854];33.82161464000819;0.40317497445259615;1;604800;5.5921981878320426e-05
[59.7147976 51.0296895 50.3215604 51.6487325 50.8607443];52.7151048599917;3.5253703796600453;1;864000;6.1012852847212615e-05
[60.0203456 59.2643306 60.0090355 59.9995532 62.0900526];60.2766634999949;0.9515578446978847;1;1000000;6.0276663499994906e-05
[0.0048812 0.0045718 0.0046829 0.0048537 0.0047961];0.004757140000583604;0.00011497399343391697;1;60;7.928566667639341e-05
[0.311754  0.2552959 0.2569319 0.2566188 0.2573622];0.2675925599934999;0.022091509573178826;1;3600;7.433126666486108e-05
[5.1825734 5.2876615 5.0296836 5.0747031 5.0018845];5.115301220002584;0.10590141538749383;1;86400;5.920487523151139e-05
[10.564578  12.0167757 10.2745172 10.3055644 10.223761 ];10.677039260003948;0.6801499871428831;1;172800;6.178842164354137e-05
[16.8492034 15.411087  14.9815806 16.0387396 17.6831167];16.192745459993603;0.975066308632679;1;259200;6.247201180553087e-05
[28.1255841 34.7657484 28.7483224 26.0217017 25.6442213];28.66111557999393;3.2750296972491832;1;432000;6.634517495368965e-05
[35.8905404 35.8420774 36.1435067 36.2029671 38.1094799];36.43771430000197;0.8474251795493101;1;604800;6.024754348545299e-05
[59.4016239 51.4069368 49.6848732 50.4586806 49.591553 ];52.108733500016385;3.704395766947905;1;864000;6.0311034143537484e-05
[59.2869865 57.2711524 57.89447   56.7524659 56.1952232];57.48005960000446;1.0640075363225616;1;1000000;5.748005960000446e-05
[0.0052767 0.0050347 0.0050725 0.0050607 0.0051013];0.005109179991995916;8.645003702952451e-05;1;60;8.51529998665986e-05
[0.3207294 0.2892343 0.2833489 0.2745057 0.2897732];0.29151829999755136;0.015605883819460774;1;3600;8.097730555487538e-05
[4.8982153 4.905735  4.9141214 4.9252575 4.8996223];4.908590299991192;0.010045964464750973;1;86400;5.681238773137954e-05
[10.183235   9.730763  10.0943201  9.8903346 10.1463792];10.009006379998755;0.1720509833755282;1;172800;5.79224906249928e-05
[15.0933169 14.5016262 14.5085452 15.0014274 14.4742071];14.715824559988686;0.2725047215951043;1;259200;5.677401450612919e-05
[25.5321869 24.3773914 24.0323619 23.9551994 24.0524784];24.389923599996838;0.589173533851599;1;432000;5.645815648147416e-05
[34.8078765 33.9061313 34.9121642 35.2587408 34.202378 ];34.61745816000039;0.4924696253670617;1;604800;5.723786071428636e-05
[49.3553414 49.4278728 51.3668096 51.6477322 50.3803467];50.43562053999631;0.9509933193191257;1;864000;5.8374560810180914e-05
[58.6528961 57.9046184 60.1530068 56.1454373 56.3488195];57.84095561998547;1.49064640512622;1;1000000;5.7840955619985475e-05
